__v,_id,brand,device,devicetype,protocol,subdevice
0,6045c9d856c8123a1d54a1c1,Hitachi,97,VCR,NEC1,159
0,6045c9d856c8123a1d54a1c2,Hitachi,96,VCR,NEC2,-1
0,6045c9d856c8123a1d54a1c3,Hitachi,96,VCR,NEC2,158
0,6045c9d856c8123a1d54a1c4,Hitachi,,VCR,Panasonic_Old,-1
0,6045c9d856c8123a1d54a1c5,Hitachi,5,VCR,Zenith,1
0,6045c9d956c8123a1d54a1c7,Hitachi,135,Video Projector,NEC1,69
0,6045c9d956c8123a1d54a1c6,Hitachi,80,Video Projector,NEC1,-1
0,6045c9d956c8123a1d54a1c8,Hiteker,,DVD Player,NEC1,-1
0,6045c9d956c8123a1d54a1c9,Homecast,1,Satellite Receiver,NEC1,-1
0,6045c9d956c8123a1d54a1cb,Hughes,71,DSS,Mitsubishi,-1
0,6045c9d956c8123a1d54a1cd,Hughes,12,DSS,NEC1,251
0,6045c9d956c8123a1d54a1cc,Hughes,4,DSS,NEC1,-1
0,6045c9d956c8123a1d54a1ca,Hughes,12,DSS,DirecTV,-1
0,6045c9d956c8123a1d54a1ce,Hughes,60,DSS,NEC1,178
0,6045c9d956c8123a1d54a1cf,Hughes,136,DSS,NEC1,-1
0,6045c9d956c8123a1d54a1d0,Hughes,12,DSS,NEC2,251
0,6045c9d956c8123a1d54a1d1,Hughes,1,DSS,Sharp,-1
0,6045c9d956c8123a1d54a1d2,Hughes,1,DSS,Sony12,-1
0,6045c9d956c8123a1d54a1d3,Hughes,133,DSS,Tivo unit=0,48
0,6045c9d956c8123a1d54a1d4,Hughes,133,HD Satellite HD Tivo,Tivo unit=0,48
0,6045c9d956c8123a1d54a1d5,Hughes,12,DVR,DirecTV,-1
0,6045c9d956c8123a1d54a1d6,Hughes,133,DVR,Tivo unit=0,48
0,6045c9d956c8123a1d54a1d7,Hughes,133,HD with TiVo,Tivo unit=0,48
0,6045c9d956c8123a1d54a1d9,Hughes,133,Sat/TiVo,Tivo unit=0,48
0,6045c9d956c8123a1d54a1d8,Hughes,210,Sat/TiVo,NEC1,109
0,6045c9d956c8123a1d54a1db,Hughes,71,Satellite,Mitsubishi,-1
0,6045c9d956c8123a1d54a1da,Hughes,12,Satellite,DirecTV,-1
0,6045c9d956c8123a1d54a1dd,Hughes,12,Satellite,NEC1,251
0,6045c9d956c8123a1d54a1de,Hughes,60,Satellite,NEC1,178
0,6045c9d956c8123a1d54a1df,Hughes,136,Satellite,NEC1,-1
0,6045c9d956c8123a1d54a1e0,Hughes,12,Satellite,NEC2,251
0,6045c9d956c8123a1d54a1dc,Hughes,4,Satellite,NEC1,-1
0,6045c9d956c8123a1d54a1e1,Hughes,1,Satellite,Sharp,-1
0,6045c9d956c8123a1d54a1e2,Hughes,1,Satellite,Sony12,-1
0,6045c9d956c8123a1d54a1e3,Hughes,133,Satellite,Tivo unit=0,48
0,6045c9da56c8123a1d54a1e4,Hughes,133,TiVo,Tivo unit=0,48
0,6045c9da56c8123a1d54a1e7,Hughes,97,VCR,NEC1,-1
0,6045c9da56c8123a1d54a1e6,Hughes,96,VCR,NEC1,-1
0,6045c9da56c8123a1d54a1e5,Hughes,96,VCR,NEC,-1
0,6045c9da56c8123a1d54a1e8,Humax,,Com Hem Box,NEC1,16
0,6045c9da56c8123a1d54a1ea,Humax,,DVD/VCR Combo,NEC1,23
0,6045c9da56c8123a1d54a1e9,Humax,,DVD/VCR Combo,NEC1,16
0,6045c9da56c8123a1d54a1eb,Humax,,Satellite,NEC1,17
0,6045c9da56c8123a1d54a1ed,Humax,,Satellite,NEC1,73
0,6045c9da56c8123a1d54a1ec,Humax,,Satellite,NEC1,23
0,6045c9da56c8123a1d54a1ee,Humax,133,Tivo + DVD,Tivo unit=0,48
0,6045c9da56c8123a1d54a1ef,Humax,,HDTV Tuner,NEC1,16
0,6045c9da56c8123a1d54a1f1,Humax,,HDTV Tuner,NEC1,65
0,6045c9da56c8123a1d54a1f2,Humax,,HDTV Tuner,NEC1,73
0,6045c9da56c8123a1d54a1f0,Humax,,HDTV Tuner,NEC1,48
0,6045c9da56c8123a1d54a1f4,I-O Data,8,DVD Player,NEC1,230
0,6045c9da56c8123a1d54a1f3,I-O Data,8,DVD Player,NEC,230
0,6045c9da56c8123a1d54a1f5,IR4PS3,26,Blu-Ray,Sony20,35
0,6045c9da56c8123a1d54a1f8,Imerge,163,Digital Jukebox,NEC2,-1
0,6045c9da56c8123a1d54a1f7,Imerge,162,Digital Jukebox,NEC2,-1
0,6045c9da56c8123a1d54a1f6,Imerge,161,Digital Jukebox,NEC2,-1
0,6045c9da56c8123a1d54a1f9,Imerge,164,Digital Jukebox,NEC2,-1
0,6045c9da56c8123a1d54a1fa,Imerge,165,Digital Jukebox,NEC2,-1
0,6045c9da56c8123a1d54a1fb,Imerge,166,Digital Jukebox,NEC2,-1
0,6045c9da56c8123a1d54a1fc,Imerge,191,Digital Jukebox,NEC2,-1
0,6045c9da56c8123a1d54a1fd,Imerge,255,Digital Jukebox,NEC2,-1
0,6045c9da56c8123a1d54a1fe,Imerge,14,Digital Jukebox,RC5,-1
0,6045c9db56c8123a1d54a1ff,InFocus,15,DLP Projector,RCA,-1
0,6045c9db56c8123a1d54a200,InFocus,7,Plasma,NEC1,-1
0,6045c9db56c8123a1d54a201,InFocus,135,Projector,NEC,78
0,6045c9db56c8123a1d54a202,InFocus,135,Projector,NEC1,78
0,6045c9db56c8123a1d54a203,Insignia,133,Blu-Ray,NEC1,237
0,6045c9db56c8123a1d54a204,Insignia,135,Blu-Ray,NEC1,34
0,6045c9db56c8123a1d54a205,InFocus,2,Video Projector,Aiwa,1
0,6045c9db56c8123a1d54a206,InFocus,123,Video Projector,NEC,2
0,6045c9db56c8123a1d54a207,InFocus,135,Video Projector,NEC,78
0,6045c9db56c8123a1d54a208,InFocus,78,Video Projector,NEC1,135
0,6045c9db56c8123a1d54a209,InFocus,80,Video Projector,NEC1,79
0,6045c9db56c8123a1d54a20b,InFocus,135,Video Projector,NEC1,78
0,6045c9db56c8123a1d54a20a,InFocus,131,Video Projector,NEC1,85
0,6045c9db56c8123a1d54a20c,InFocus,123,Video Projector,NEC2,2
0,6045c9db56c8123a1d54a20d,InFocus,15,Video Projector,RCA,-1
0,6045c9db56c8123a1d54a20e,InFocus,1,Video Projector,Sony12,-1
0,6045c9db56c8123a1d54a20f,Insignia,110,DVD/VCR Combo,NEC1,-1
0,6045c9db56c8123a1d54a210,Insignia,45,DVD/VCR Combo,NECx1,45
0,6045c9db56c8123a1d54a211,Insignia,135,DVD Player,NEC1,34
0,6045c9db56c8123a1d54a213,Insignia,134,TV,NEC1,5
0,6045c9db56c8123a1d54a212,Insignia,134,TV,NEC,5
0,6045c9db56c8123a1d54a217,Instant Replay,3,VCR,Panasonic_Old,-1
0,6045c9db56c8123a1d54a215,Instant Replay,97,VCR,NEC1,-1
0,6045c9db56c8123a1d54a216,Instant Replay,2,VCR,Panasonic_Old,-1
0,6045c9db56c8123a1d54a218,Instant Replay,25,VCR,Panasonic_Old,-1
0,6045c9db56c8123a1d54a214,Instant Replay,96,VCR,NEC1,-1
0,6045c9db56c8123a1d54a21b,Integra,210,Amplifier,NEC2,109
0,6045c9db56c8123a1d54a219,Integra,71,Amplifier,Mitsubishi,-1
0,6045c9db56c8123a1d54a21a,Integra,210,Amplifier,NEC1,109
0,6045c9dc56c8123a1d54a21c,Integra,210,Blu-Ray,NEC1-f16,31
0,6045c9dc56c8123a1d54a21e,Integra,210,CD Player,NEC2,44
0,6045c9dc56c8123a1d54a21d,Integra,210,CD Player,NEC1,44
0,6045c9dc56c8123a1d54a21f,Integra,69,DVD Player,NEC,181
0,6045c9dc56c8123a1d54a220,Integra,210,DVD Player,NEC,43
0,6045c9dc56c8123a1d54a222,Integra,210,DVD Player,NEC1,43
0,6045c9dc56c8123a1d54a221,Integra,69,DVD Player,NEC1,181
0,6045c9dc56c8123a1d54a223,Integra,210,DVD Player,NEC1-f16,31
0,6045c9dc56c8123a1d54a224,Integra,210,DVD Player,NEC2,43
0,6045c9dc56c8123a1d54a226,Integra,210,Digital Audio,NEC1,4
0,6045c9dc56c8123a1d54a225,Integra,210,Digital Audio,NEC1,3
0,6045c9dc56c8123a1d54a227,Integra,210,Digital Audio,NEC1,9
0,6045c9dc56c8123a1d54a228,Integra,210,Digital Audio,NEC2,3
0,6045c9dc56c8123a1d54a229,Integra,210,Digital Audio,NEC2,9
0,6045c9dc56c8123a1d54a22b,Integra,69,HD DVD,NEC1,181
0,6045c9dc56c8123a1d54a22a,Integra,69,HD DVD,NEC,181
0,6045c9dc56c8123a1d54a22e,Integra,210,Integrated Amplifier,NEC2,109
0,6045c9dc56c8123a1d54a22c,Integra,71,Integrated Amplifier,Mitsubishi,-1
0,6045c9dc56c8123a1d54a22d,Integra,210,Integrated Amplifier,NEC1,109
0,6045c9dc56c8123a1d54a22f,Integra,4,Media PC,MCE,15
0,6045c9dc56c8123a1d54a234,Integra,210,Pre-Amplifier,NEC1,172
0,6045c9dc56c8123a1d54a230,Integra,210,Pre-Amplifier,NEC1,2
0,6045c9dc56c8123a1d54a233,Integra,210,Pre-Amplifier,NEC1,109
0,6045c9dc56c8123a1d54a235,Integra,210,Pre-Amplifier,NEC1-f16,30
0,6045c9dc56c8123a1d54a231,Integra,210,Pre-Amplifier,NEC1,25
0,6045c9dc56c8123a1d54a232,Integra,210,Pre-Amplifier,NEC1,108
0,6045c9dc56c8123a1d54a236,Integra,210,Pre-Amplifier,NEC2-f16,30
0,6045c9dc56c8123a1d54a239,Integra,210,Receiver,NEC1,1
0,6045c9dc56c8123a1d54a23a,Integra,210,Receiver,NEC1,2
0,6045c9dc56c8123a1d54a237,Integra,210,Receiver,NEC,25
0,6045c9dc56c8123a1d54a238,Integra,210,Receiver,NEC,109
0,6045c9dc56c8123a1d54a23c,Integra,210,Receiver,NEC1,18
0,6045c9dc56c8123a1d54a23d,Integra,210,Receiver,NEC1,19
0,6045c9dc56c8123a1d54a23b,Integra,210,Receiver,NEC1,17
0,6045c9dc56c8123a1d54a23e,Integra,210,Receiver,NEC1,20
0,6045c9dc56c8123a1d54a23f,Integra,210,Receiver,NEC1,21
0,6045c9dc56c8123a1d54a240,Integra,210,Receiver,NEC1,22
0,6045c9dc56c8123a1d54a241,Integra,210,Receiver,NEC1,23
0,6045c9dc56c8123a1d54a243,Integra,210,Receiver,NEC1,25
0,6045c9dc56c8123a1d54a242,Integra,210,Receiver,NEC1,24
0,6045c9dc56c8123a1d54a244,Integra,210,Receiver,NEC1,43
0,6045c9dc56c8123a1d54a245,Integra,210,Receiver,NEC1,108
0,6045c9dc56c8123a1d54a246,Integra,210,Receiver,NEC1,109
0,6045c9dc56c8123a1d54a247,Integra,210,Receiver,NEC1,172
0,6045c9dc56c8123a1d54a248,Integra,210,Receiver,NEC1-f16,30
0,6045c9dc56c8123a1d54a249,Integra,210,Receiver,NEC2,2
0,6045c9dc56c8123a1d54a24a,Integra,210,Receiver,NEC2,17
0,6045c9dc56c8123a1d54a24b,Integra,210,Receiver,NEC2,20
0,6045c9dc56c8123a1d54a24c,Integra,210,Receiver,NEC2,21
0,6045c9dc56c8123a1d54a24e,Integra,210,Receiver,NEC2,109
0,6045c9dc56c8123a1d54a24d,Integra,210,Receiver,NEC2,108
0,6045c9dc56c8123a1d54a24f,Integra,210,Receiver,NEC2-f16,30
0,6045c9dd56c8123a1d54a250,Integra,210,Tuner,NEC1,2
0,6045c9dd56c8123a1d54a251,Integra,210,Tuner,NEC1,109
0,6045c9dd56c8123a1d54a252,Integra,210,iPod,NEC1,2
0,6045c9dd56c8123a1d54a254,Integra,210,iPod,NEC1,109
0,6045c9dd56c8123a1d54a255,Integra,210,iPod,NEC1,172
0,6045c9dd56c8123a1d54a253,Integra,210,iPod,NEC1,108
0,6045c9dd56c8123a1d54a257,IntelliNet Controls,,Distributed Audio,NEC1,90
0,6045c9dd56c8123a1d54a256,IntelliNet Controls,,Distributed Audio,NEC,90
0,6045c9dd56c8123a1d54a258,IntelliNet Controls,,Distributed Audio,NEC2,90
0,6045c9dd56c8123a1d54a259,Intervideo,49,VCR,NEC1,-1
0,6045c9dd56c8123a1d54a25b,JBL,130,Surround Processor,NEC1,11
0,6045c9dd56c8123a1d54a25a,JBL,28,Surround Processor,Denon,-1
0,6045c9dd56c8123a1d54a25c,JBL,132,Surround Processor,NEC1,66
0,6045c9dd56c8123a1d54a25d,JBL,64,Receiver,NEC1,47
0,6045c9dd56c8123a1d54a25e,JENSEN,1,VCR,Akai,-1
0,6045c9dd56c8123a1d54a25f,JVC,34,CD Jukebox,JVC-48,33
0,6045c9dd56c8123a1d54a261,JVC,179,CD Jukebox,NEC2-f16,
0,6045c9dd56c8123a1d54a260,JVC,34,CD Jukebox,JVC-48,48
0,6045c9dd56c8123a1d54a263,JVC,34,CD Player,JVC-48,33
0,6045c9dd56c8123a1d54a262,JVC,179,CD Player,JVC,-1
0,6045c9dd56c8123a1d54a264,JVC,34,CD Player,JVC-48,48
0,6045c9dd56c8123a1d54a266,JVC,179,CD Player,NEC2-f16,
0,6045c9dd56c8123a1d54a265,JVC,179,CD Player,JVC{2},-1
0,6045c9dd56c8123a1d54a267,JVC,67,Camcorder,JVC,-1
0,6045c9dd56c8123a1d54a268,JVC,211,Camcorder,JVC,-1
0,6045c9dd56c8123a1d54a269,JVC,67,D-VHS,JVC,-1
0,6045c9de56c8123a1d54a26a,JVC,131,Cassette Tape,JVC,-1
0,6045c9de56c8123a1d54a26c,JVC,239,DVD Player,JVC,-1
0,6045c9de56c8123a1d54a26b,JVC,179,DVD Player,JVC,-1
0,6045c9de56c8123a1d54a26e,JVC,26,DVD Player,RC5,-1
0,6045c9de56c8123a1d54a26f,JVC,26,DVD Player,RC6,-1
0,6045c9de56c8123a1d54a26d,JVC,239,DVD Player,JVC{2},-1
0,6045c9de56c8123a1d54a270,JVC,111,DVD Recorder,JVC,-1
0,6045c9de56c8123a1d54a271,JVC,67,DVD/VCR Combo,JVC,-1
0,6045c9de56c8123a1d54a273,JVC,15,HD-ILA Projection,JVC,-1
0,6045c9de56c8123a1d54a275,JVC,115,HD-ILA Projection,JVC,-1
0,6045c9de56c8123a1d54a274,JVC,67,HD-ILA Projection,JVC,-1
0,6045c9de56c8123a1d54a272,JVC,3,HD-ILA Projection,JVC,-1
0,6045c9de56c8123a1d54a278,JVC,191,Karaoke,JVC,-1
0,6045c9de56c8123a1d54a276,JVC,3,Karaoke,JVC,-1
0,6045c9de56c8123a1d54a277,JVC,179,Karaoke,JVC,-1
0,6045c9de56c8123a1d54a27b,JVC,35,LCD,JVC,-1
0,6045c9de56c8123a1d54a27c,JVC,67,LCD,JVC,-1
0,6045c9de56c8123a1d54a279,JVC,3,LCD,JVC,-1
0,6045c9de56c8123a1d54a27a,JVC,15,LCD,JVC,-1
0,6045c9de56c8123a1d54a27d,JVC,3,LCD TV,JVC,-1
0,6045c9de56c8123a1d54a27e,JVC,31,Mini System,JVC,-1
0,6045c9de56c8123a1d54a280,JVC,159,Mini System,JVC,-1
0,6045c9de56c8123a1d54a27f,JVC,131,Mini System,JVC,-1
0,6045c9de56c8123a1d54a281,JVC,163,Mini System,JVC,-1
0,6045c9de56c8123a1d54a283,JVC,179,Mini System,JVC,-1
0,6045c9de56c8123a1d54a282,JVC,175,Mini System,JVC,-1
0,6045c9df56c8123a1d54a284,JVC,3,Monitor,JVC,-1
0,6045c9df56c8123a1d54a285,JVC,67,Monitor,JVC,-1
0,6045c9df56c8123a1d54a286,JVC,31,Plasma,JVC,-1
0,6045c9df56c8123a1d54a287,JVC,115,Projector,JVC,-1
0,6045c9df56c8123a1d54a288,JVC,1,Receiver,Akai,-1
0,6045c9df56c8123a1d54a289,JVC,3,Receiver,JVC,-1
0,6045c9df56c8123a1d54a28a,JVC,67,Receiver,JVC,-1
0,6045c9df56c8123a1d54a28b,JVC,83,Receiver,JVC,-1
0,6045c9df56c8123a1d54a28c,JVC,131,Receiver,JVC,-1
0,6045c9df56c8123a1d54a28d,JVC,147,Receiver,JVC,-1
0,6045c9df56c8123a1d54a28e,JVC,159,Receiver,JVC,-1
0,6045c9df56c8123a1d54a28f,JVC,163,Receiver,JVC,-1
0,6045c9df56c8123a1d54a290,JVC,175,Receiver,JVC,-1
0,6045c9df56c8123a1d54a291,JVC,179,Receiver,JVC,-1
0,6045c9df56c8123a1d54a292,JVC,191,Receiver,JVC,-1
0,6045c9df56c8123a1d54a293,JVC,239,Receiver,JVC,-1
0,6045c9df56c8123a1d54a294,JVC,34,Receiver,JVC-48,84
0,6045c9df56c8123a1d54a295,JVC,121,Receiver,NEC1,-1
0,6045c9df56c8123a1d54a296,JVC,67,S-VHS,JVC,-1
0,6045c9df56c8123a1d54a299,JVC,16,Satellite,Dish_Network,
0,6045c9df56c8123a1d54a297,JVC,,Satellite,Dish_Network,
0,6045c9df56c8123a1d54a29a,JVC,24,Satellite,Dish_Network,
0,6045c9df56c8123a1d54a298,JVC,8,Satellite,Dish_Network,
0,6045c9df56c8123a1d54a29b,JVC,243,Switcher,JVC,-1
0,6045c9df56c8123a1d54a29d,JVC,15,TV,JVC,-1
0,6045c9df56c8123a1d54a29e,JVC,31,TV,JVC,-1
0,6045c9df56c8123a1d54a29f,JVC,67,TV,JVC,-1
0,6045c9df56c8123a1d54a2a0,JVC,3,TV,JVC{2},-1
0,6045c9df56c8123a1d54a29c,JVC,3,TV,JVC,-1
0,6045c9df56c8123a1d54a2a2,JVC,67,Tuner,JVC,-1
0,6045c9df56c8123a1d54a2a1,JVC,3,Tuner,JVC,-1
0,6045c9df56c8123a1d54a2a3,JVC,131,Tuner,JVC,-1
0,6045c9df56c8123a1d54a2a4,JVC,147,Tuner,JVC,-1
0,6045c9df56c8123a1d54a2a6,JVC,179,Tuner,JVC,-1
0,6045c9df56c8123a1d54a2a5,JVC,163,Tuner,JVC,-1
0,6045c9df56c8123a1d54a2aa,JVC,8,VCR,Dish_Network,14
0,6045c9df56c8123a1d54a2a9,JVC,1,VCR,Dish_Network,14
0,6045c9df56c8123a1d54a2ab,JVC,3,VCR,JVC,-1
0,6045c9df56c8123a1d54a2ac,JVC,67,VCR,JVC,-1
0,6045c9df56c8123a1d54a2a8,JVC,,VCR,Dish_Network,14
0,6045c9df56c8123a1d54a2ad,JVC,83,VCR,JVC,-1
0,6045c9df56c8123a1d54a2a7,JVC,1,VCR,Akai,-1
0,6045c9df56c8123a1d54a2af,JVC,163,VCR,JVC,-1
0,6045c9df56c8123a1d54a2ae,JVC,131,VCR,JVC,-1
0,6045c9df56c8123a1d54a2b0,JVC,179,VCR,JVC,-1
0,6045c9df56c8123a1d54a2b1,JVC,3,VCR,JVC{2},-1
0,6045c9df56c8123a1d54a2b2,JVC,67,VCR,JVC{2},-1
0,6045c9df56c8123a1d54a2b4,JVC,64,VCR,NEC1,-1
0,6045c9df56c8123a1d54a2b3,JVC,83,VCR,JVC{2},-1
0,6045c9df56c8123a1d54a2b5,JVC,80,VCR,NEC1,-1
0,6045c9df56c8123a1d54a2b6,JVC,1,VCR,Sony12,-1
0,6045c9df56c8123a1d54a2b7,JVC,5,VCR,Zenith,1
0,6045c9e056c8123a1d54a2b8,JVC,67,VCR/MiniDV,JVC,-1
0,6045c9e056c8123a1d54a2bb,JVC,111,VCR/DVD Combo,JVC,-1
0,6045c9e056c8123a1d54a2ba,JVC,67,VCR/DVD Combo,JVC,-1
0,6045c9e056c8123a1d54a2b9,JVC,3,VCR/DVD Combo,JVC,-1
0,6045c9e056c8123a1d54a2bc,JVC,115,Video Projector,JVC,-1
0,6045c9e056c8123a1d54a2bd,JVC,115,Video Projector,JVC{2},-1
0,6045c9e056c8123a1d54a2be,JVC,131,Video Projector,NEC1,85
0,6045c9e056c8123a1d54a2bf,JVC,243,Video Switcher,JVC,-1
0,6045c9e056c8123a1d54a2c0,Jamo,25,DVD Receiver,RC5,-1
0,6045c9e056c8123a1d54a2c2,Jerrold,1,Cable Box,Sony12,-1
0,6045c9e056c8123a1d54a2c1,Jerrold,,Cable Box,G.I. Cable,-1
0,6045c9e056c8123a1d54a2c3,KEY DIGITAL,130,Component Switcher,NEC1,19
0,6045c9e056c8123a1d54a2c4,KEY DIGITAL,130,Matrix Switcher,NEC1,19
0,6045c9e056c8123a1d54a2c7,KEY DIGITAL,27,Matrix Switcher,Panasonic_Old,-1
0,6045c9e056c8123a1d54a2c5,KEY DIGITAL,132,Matrix Switcher,NEC1,-1
0,6045c9e056c8123a1d54a2c6,KEY DIGITAL,130,Matrix Switcher,NEC2,19
0,6045c9e056c8123a1d54a2c9,KEY DIGITAL,130,Video Switcher,NEC2,19
0,6045c9e056c8123a1d54a2c8,KEY DIGITAL,132,Video Switcher,NEC1,-1
0,6045c9e056c8123a1d54a2ca,KEY DIGITAL,27,Video Switcher,Panasonic_Old,-1
0,6045c9e056c8123a1d54a2cb,KEY DIGITAL,130,Switcher,NEC1,19
0,6045c9e156c8123a1d54a2cc,Kaleidescape,69,DVD Player,NEC1,-1
0,6045c9e156c8123a1d54a2cd,Kaleidescape,69,Distributed,NEC,-1
0,6045c9e156c8123a1d54a2cf,Kathrein,34,Satellite,Nokia32,144
0,6045c9e156c8123a1d54a2ce,Kathrein,,Satellite,Kathrein,-1
0,6045c9e156c8123a1d54a2d0,Kathrein,34,DVBS-Receiver,Nokia32,144
0,6045c9e156c8123a1d54a2d1,Kawasaki,154,DVD/Amp,NEC1,-1
0,6045c9e156c8123a1d54a2d2,Kensington,51,MP3 Player,NEC1,170
0,6045c9e156c8123a1d54a2d3,Kensington,51,iPod Dock,NEC1,170
0,6045c9e156c8123a1d54a2d6,Kenwood,184,CD Changer,NEC1,-1
0,6045c9e156c8123a1d54a2d5,Kenwood,182,CD Changer,NEC1,72
0,6045c9e156c8123a1d54a2d4,Kenwood,182,CD Changer,NEC1,-1
0,6045c9e156c8123a1d54a2d8,Kenwood,182,CD Player,NEC1,
0,6045c9e156c8123a1d54a2d7,Kenwood,182,CD Player,NEC1,-1
0,6045c9e156c8123a1d54a2d9,Kenwood,184,CD Player,NEC1,-1
0,6045c9e156c8123a1d54a2da,Kenwood,182,CD/DVD/MP-3,NEC1,12
0,6045c9e256c8123a1d54a2db,Kenwood,184,Cassette Tape,NEC1,-1
0,6045c9e256c8123a1d54a2dc,Kenwood,182,DVD Changer,NEC1,
0,6045c9e256c8123a1d54a2dd,Kenwood,182,DVD Changer,NEC1,12
0,6045c9e256c8123a1d54a2de,Kenwood,182,DVD Changer,NEC2,
0,6045c9e256c8123a1d54a2df,Kenwood,184,Amplifier,NEC1,
0,6045c9e256c8123a1d54a2e2,Kenwood,184,Amplifier,NEC1,4
0,6045c9e256c8123a1d54a2e1,Kenwood,184,Amplifier,NEC1,2
0,6045c9e256c8123a1d54a2e3,Kenwood,184,Amplifier,NEC1,7
0,6045c9e256c8123a1d54a2e0,Kenwood,184,Amplifier,NEC1,1
0,6045c9e256c8123a1d54a2e5,Kenwood,182,DVD Player,NEC1,12
0,6045c9e256c8123a1d54a2e7,Kenwood,184,DVD Player,NEC1,
0,6045c9e256c8123a1d54a2e6,Kenwood,182,DVD Player,NEC1,88
0,6045c9e256c8123a1d54a2e4,Kenwood,182,DVD Player,NEC1,
0,6045c9e256c8123a1d54a2e8,Kenwood,182,DVD Player,NEC2,
0,6045c9e256c8123a1d54a2e9,Kenwood,182,Laser Disc,NEC1,75
0,6045c9e256c8123a1d54a2ea,Kenwood,182,Pre-Amplifier,NEC1,75
0,6045c9e256c8123a1d54a2eb,Kenwood,184,Pre-Amplifier,NEC1,-1
0,6045c9e256c8123a1d54a2ec,Kenwood,184,Pre-Amplifier,NEC1,1
0,6045c9e256c8123a1d54a2ee,Kenwood,40,Receiver,Emerson,-1
0,6045c9e256c8123a1d54a2ed,Kenwood,1,Receiver,Akai,-1
0,6045c9e256c8123a1d54a2f1,Kenwood,184,Receiver,NEC,3
0,6045c9e256c8123a1d54a2f0,Kenwood,184,Receiver,NEC,1
0,6045c9e256c8123a1d54a2f2,Kenwood,184,Receiver,NEC,4
0,6045c9e256c8123a1d54a2f4,Kenwood,184,Receiver,NEC,6
0,6045c9e256c8123a1d54a2f3,Kenwood,184,Receiver,NEC,5
0,6045c9e256c8123a1d54a2f5,Kenwood,184,Receiver,NEC,7
0,6045c9e256c8123a1d54a2ef,Kenwood,184,Receiver,NEC,
0,6045c9e256c8123a1d54a2f6,Kenwood,4,Receiver,NEC1,-1
0,6045c9e256c8123a1d54a2f7,Kenwood,25,Receiver,NEC1,-1
0,6045c9e256c8123a1d54a2f8,Kenwood,182,Receiver,NEC1,75
0,6045c9e256c8123a1d54a2f9,Kenwood,184,Receiver,NEC1,-1
0,6045c9e256c8123a1d54a2fa,Kenwood,184,Receiver,NEC1,
0,6045c9e256c8123a1d54a2fb,Kenwood,184,Receiver,NEC1,1
0,6045c9e256c8123a1d54a2fc,Kenwood,184,Receiver,NEC1,2
0,6045c9e256c8123a1d54a2fd,Kenwood,184,Receiver,NEC1,3
0,6045c9e256c8123a1d54a2fe,Kenwood,184,Receiver,NEC1,4
0,6045c9e256c8123a1d54a2ff,Kenwood,184,Receiver,NEC1,5
0,6045c9e256c8123a1d54a300,Kenwood,184,Receiver,NEC1,6
0,6045c9e256c8123a1d54a301,Kenwood,184,Receiver,NEC1,7
0,6045c9e256c8123a1d54a302,Kenwood,4,Receiver,NEC2,-1
0,6045c9e256c8123a1d54a303,Kenwood,184,Receiver,NEC2,
0,6045c9e256c8123a1d54a304,Kenwood,184,Receiver,NEC2,3
0,6045c9e256c8123a1d54a305,Kenwood,184,Receiver,NEC2,4
0,6045c9e256c8123a1d54a307,Kenwood,12,Receiver,Sharp,-1
0,6045c9e256c8123a1d54a306,Kenwood,184,Receiver,NEC2,6
0,6045c9e256c8123a1d54a308,Kenwood,1,Receiver,Sony12,-1
0,6045c9e256c8123a1d54a30a,Kenwood,2,Satellite Radio,NEC1,255
0,6045c9e256c8123a1d54a309,Kenwood,2,Satellite Radio,NEC,255
0,6045c9e256c8123a1d54a30c,Kenwood,2,Sirius,NEC1,255
0,6045c9e256c8123a1d54a30b,Kenwood,2,Sirius,NEC,255
0,6045c9e356c8123a1d54a30d,Kenwood,182,Tuner,NEC1,75
0,6045c9e356c8123a1d54a30e,Kenwood,184,Tuner,NEC1,-1
0,6045c9e356c8123a1d54a30f,Kenwood,184,Tuner,NEC1,1
0,6045c9e356c8123a1d54a310,Kenwood,184,VCR,NEC1,-1
0,6045c9e356c8123a1d54a311,Kenwood,184,VCR,NEC1,1
0,6045c9e356c8123a1d54a312,Kinergetics Research,,Receiver,RC5,-1
0,6045c9e356c8123a1d54a313,Kinergetics Research,7,Surround Processor,RC5,-1
0,6045c9e356c8123a1d54a314,Kinergetics Research,28,Pre-Amplifier,RC5,-1
0,6045c9e356c8123a1d54a315,Klipsch,17,Subwoofer,NEC1,81
0,6045c9e356c8123a1d54a316,Knoll,24,Video Projector,NEC1,233
0,6045c9e356c8123a1d54a318,Krell,20,CD Player,RC5,-1
0,6045c9e356c8123a1d54a317,Krell,16,CD Player,RC5,-1
0,6045c9e356c8123a1d54a319,Krell,27,DVD Player,RC5,-1
0,6045c9e356c8123a1d54a31c,Krell,28,Pre-Amplifier,RC5,-1
0,6045c9e356c8123a1d54a31b,Krell,25,Pre-Amplifier,RC5,-1
0,6045c9e356c8123a1d54a31a,Krell,16,Pre-Amplifier,RC5,-1
0,6045c9e456c8123a1d54a31d,Krell,28,Receiver,RC5,-1
0,6045c9e456c8123a1d54a31e,Krell,31,Receiver,RC5,-1
0,6045c9e456c8123a1d54a31f,Krell,16,Surround Processor,RC5,-1
0,6045c9e456c8123a1d54a320,Krell,25,Surround Processor,RC5,-1
